animal_id,species,breed,age_years,weight_kg,sex,visit_id,visit_date,presenting_complaint,body_system,diagnosis,severity,treatment_type,treatment_detail,outcome
ANM01351,Dog,French Bulldog,8.3,9.1,F,VIS01351,2023-07-04,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM09572,Cat,Domestic Shorthair,3.6,5.1,F,VIS09572,2023-08-14,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13394,Cat,Maine Coon,7.0,6.1,FS,VIS13394,2023-08-28,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07805,Dog,Yorkshire Terrier,1.6,3.2,FS,VIS07805,2023-02-20,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM08103,Cat,Persian,2.1,3.2,MN,VIS08103,2023-03-25,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM09379,Cat,Domestic Shorthair,10.4,5.8,MN,VIS09379,2024-06-17,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM03557,Dog,French Bulldog,8.9,8.1,MN,VIS03557,2023-05-25,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM11472,Cat,Maine Coon,8.0,7.5,FS,VIS11472,2023-07-22,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM03558,Dog,Beagle,3.4,9.6,FS,VIS03558,2024-04-10,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13172,Cat,Maine Coon,3.2,6.4,F,VIS13172,2024-07-18,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM01548,Dog,Labrador Retriever,5.3,33.4,F,VIS01548,2024-11-10,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM13176,Cat,Siamese,7.6,3.1,MN,VIS13176,2024-05-13,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM08912,Cat,Siamese,1.1,3.8,F,VIS08912,2023-02-22,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",chronic management
ANM13883,Cat,Domestic Shorthair,10.0,3.1,M,VIS13883,2023-02-05,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM10568,Cat,Domestic Shorthair,6.9,5.9,MN,VIS10568,2023-10-14,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM10273,Cat,Domestic Shorthair,18.8,5.4,MN,VIS10273,2023-09-20,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM01494,Dog,Chihuahua,14.2,2.8,MN,VIS01494,2024-12-03,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,moderate,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM03129,Dog,French Bulldog,8.9,11.6,MN,VIS03129,2023-09-06,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM14778,Cat,Persian,2.2,5.1,F,VIS14778,2023-11-16,"eye squinting, discharge, corneal pigmentation",Ophthalmology,Corneal ulcer / Sequestrum,severe,Surgery,"Topical ophthalmic antibiotics, lubricants, superficial keratectomy",recovered
ANM07151,Dog,German Shepherd,7.2,37.8,M,VIS07151,2024-08-23,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM07705,Dog,Yorkshire Terrier,7.9,3.2,MN,VIS07705,2024-09-11,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM07042,Dog,Labrador Retriever,5.7,32.7,FS,VIS07042,2023-04-21,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM05115,Dog,Chihuahua,13.6,1.9,FS,VIS05115,2024-06-20,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM03802,Dog,Yorkshire Terrier,2.9,3.0,M,VIS03802,2023-06-07,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM09162,Cat,Siamese,15.5,3.3,MN,VIS09162,2024-11-18,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",recovered
ANM07289,Dog,Labrador Retriever,9.5,31.6,FS,VIS07289,2023-09-29,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,moderate,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM00789,Dog,Chihuahua,6.7,2.8,MN,VIS00789,2023-11-16,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01219,Dog,Yorkshire Terrier,14.8,3.2,MN,VIS01219,2024-04-19,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11490,Cat,Domestic Shorthair,14.3,4.1,FS,VIS11490,2023-11-14,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Atenolol or diltiazem, clopidogrel",chronic management
ANM12968,Cat,Domestic Shorthair,6.7,4.1,FS,VIS12968,2023-08-07,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM08543,Cat,Domestic Shorthair,4.4,3.0,M,VIS08543,2024-03-16,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM13841,Cat,Domestic Shorthair,12.9,3.5,M,VIS13841,2023-04-16,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM12098,Cat,Persian,15.9,3.3,FS,VIS12098,2023-08-10,"weight loss, vomiting, increased thirst",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,chronic management
ANM09629,Cat,Domestic Shorthair,14.4,4.3,MN,VIS09629,2024-06-13,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM02546,Dog,Yorkshire Terrier,8.6,3.8,MN,VIS02546,2024-11-23,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM11889,Cat,Maine Coon,6.6,9.5,MN,VIS11889,2024-07-04,"reduced jumping, hindlimb weakness",Musculoskeletal,Hip dysplasia,mild,Medication,"Weight control, gabapentin or robenacoxib for pain management",chronic management
ANM11244,Cat,Siamese,17.9,3.9,M,VIS11244,2023-03-11,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM02163,Dog,French Bulldog,4.0,9.9,FS,VIS02163,2023-05-06,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM06643,Dog,German Shepherd,6.9,36.6,MN,VIS06643,2023-04-01,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM14965,Cat,Maine Coon,7.8,5.2,MN,VIS14965,2023-05-13,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM01753,Dog,French Bulldog,3.2,9.6,FS,VIS01753,2024-04-06,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM08508,Cat,Domestic Shorthair,5.0,3.2,FS,VIS08508,2023-07-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM04306,Dog,Labrador Retriever,7.0,32.5,MN,VIS04306,2024-05-22,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07902,Dog,Labrador,11.7,27.4,FS,VIS07902,2023-07-21,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,severe,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM10366,Cat,Siamese,15.3,4.1,MN,VIS10366,2023-12-30,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM12378,Cat,British Shorthair,7.3,7.6,F,VIS12378,2023-09-10,"sudden hindlimb paralysis, vocalising in pain, cold extremities",Cardiovascular,Feline Aortic Thromboembolism (FATE),severe,Medication,"Analgesia (buprenorphine), antithrombotics (clopidogrel), intensive care",referred
ANM05491,Dog,Labrador Retriever,1.1,33.6,M,VIS05491,2024-01-01,"vomiting, anorexia",GI,Foreign body ingestion,severe,Surgery,"Exploratory laparotomy, endoscopic removal",referred
ANM11671,Cat,Persian,4.1,3.5,MN,VIS11671,2020-09-27,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM11678,Cat,Siamese,8.9,4.7,F,VIS11678,2023-05-03,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),moderate,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",recovered
ANM14463,Cat,Domestic Shorthair,10.6,3.4,FS,VIS14463,2023-04-14,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM06532,Dog,German Shepherd,7.8,34.5,M,VIS06532,2023-08-15,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM04422,Dog,Beagle,5.4,10.9,MN,VIS04422,2024-05-28,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM04051,Dog,French Bulldog,3.3,12.5,F,VIS04051,2024-04-13,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids, fasting",recovered
ANM12427,Cat,Persian,14.2,4.6,FS,VIS12427,2023-06-10,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),severe,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM08625,Cat,Siamese,1.8,3.6,MN,VIS08625,2024-03-29,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM06851,Dog,Labrador Retriever,1.2,30.6,M,VIS06851,2023-07-16,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM12871,Cat,Maine Coon,1.2,9.5,FS,VIS12871,2023-01-05,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),mild,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM13290,Cat,Domestic Shorthair,6.7,3.8,M,VIS13290,2023-03-12,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM14166,Cat,Siamese,10.2,4.8,MN,VIS14166,2023-10-07,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),severe,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM12542,Cat,Domestic Shorthair,2.3,4.0,FS,VIS12542,2024-11-15,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM05034,Dog,Chihuahua,14.3,2.2,FS,VIS05034,2024-01-10,"bad breath, difficulty eating, pawing at mouth",Dental,Severe dental disease,mild,Surgery,"Prophylactic dentals, extractions",recovered
ANM14001,Cat,Siamese,6.9,4.5,MN,VIS14001,2023-09-03,"wheezing, coughing, laboured breathing",Respiratory,Feline asthma,severe,Medication,"Inhaled fluticasone via spacer, oral prednisolone, bronchodilators",recovered
ANM07178,Dog,Beagle,1.6,9.6,FS,VIS07178,2024-05-03,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM04552,Dog,Yorkshire Terrier,7.5,3.4,F,VIS04552,2023-06-30,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM07536,Dog,French Bulldog,2.7,9.8,M,VIS07536,2023-12-22,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM13218,Cat,Domestic Shorthair,4.6,3.2,FS,VIS13218,2023-07-05,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM13932,Cat,British Shorthair,15.7,5.2,M,VIS13932,2023-07-22,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM13092,Cat,Domestic Shorthair,9.8,6.0,MN,VIS13092,2024-10-19,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM04467,Dog,Labrador Retriever,13.0,30.3,M,VIS04467,2024-11-02,"hindlimb lameness, difficulty rising",Musculoskeletal,Hip dysplasia,moderate,Medication,"NSAIDs (carprofen), weight management, joint supplements",chronic management
ANM05985,Dog,French Bulldog,6.2,8.9,F,VIS05985,2023-07-13,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM00019,Dog,German Shepherd,2.8,35.7,M,VIS00019,2024-05-15,"scratching, skin lesions",Dermatology,Pyoderma,mild,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM13504,Cat,Persian,1.5,4.8,M,VIS13504,2023-10-02,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM10752,Cat,Maine Coon,9.1,9.5,MN,VIS10752,2024-12-26,"eye discharge, squinting",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM04983,Dog,Labrador Retriever,13.8,34.9,MN,VIS04983,2023-09-04,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Ear flushing, topical antimicrobial/steroid drops",recovered
ANM12953,Cat,Domestic Shorthair,4.3,3.8,MN,VIS12953,2024-01-11,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM12747,Cat,Siamese,11.0,3.9,MN,VIS12747,2024-10-08,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),severe,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",chronic management
ANM10194,Cat,Maine Coon,14.9,5.7,FS,VIS10194,2024-10-01,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM01484,Dog,Chihuahua,21.3,1.9,MN,VIS01484,2024-09-27,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM07304,Dog,French Bulldog,3.9,9.7,M,VIS07304,2024-03-26,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05602,Dog,Beagle,6.8,10.8,M,VIS05602,2024-01-07,"frequent urination, straining",Urinary,Urinary tract infection,moderate,Medication,Antibiotics (amoxicillin-clavulanate),recovered
ANM07950,Dog,Beagle,9.2,10.4,F,VIS07950,2023-04-16,"back pain, reluctance to jump, hindlimb weakness",Musculoskeletal,Intervertebral disc disease (IVDD),moderate,Medication,"NSAIDs, cage rest, surgical decompression if severe",chronic management
ANM11072,Cat,British Shorthair,15.4,5.2,MN,VIS11072,2023-06-26,"straining to urinate, blood in urine, vocalising",Urinary,Feline Lower Urinary Tract Disease (FLUTD),severe,Medication,"Pain relief, urinary diet, fluids; catheterisation if blocked",recovered
ANM14257,Cat,Maine Coon,2.7,5.7,FS,VIS14257,2023-12-13,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM01777,Dog,German Shepherd,3.2,36.0,MN,VIS01777,2024-05-28,"eye discharge, redness",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM04425,Dog,German Shepherd,11.9,23.6,M,VIS04425,2023-08-03,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM00508,Dog,French Bulldog,6.3,10.8,M,VIS00508,2024-08-20,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08750,Cat,Persian,9.9,4.1,MN,VIS08750,2024-05-22,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM04316,Dog,Chihuahua,6.3,1.7,FS,VIS04316,2023-06-24,"bad breath, difficulty eating, pawing at mouth",Dental,Severe dental disease,moderate,Surgery,"Prophylactic dentals, extractions",recovered
ANM14568,Cat,Domestic Shorthair,7.0,3.6,MN,VIS14568,2023-01-05,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM05558,Dog,Chihuahua,3.1,2.1,F,VIS05558,2024-06-08,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,moderate,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM08651,Cat,Persian,13.2,3.0,MN,VIS08651,2023-06-10,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM06016,Dog,Chihuahua,14.5,3.0,FS,VIS06016,2024-03-03,"scratching, skin lesions",Dermatology,Pyoderma,moderate,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
